photo_id,title,description,tags,faves,short_description
500020,Araku Valley Hill Station,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, historic",9822,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500021,Araku Valley Waterfall,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, nature",22904,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500022,Araku Valley Museum,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, heritage",18822,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500023,Araku Valley Eco Park,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, mountains",16223,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500024,Araku Valley Adventure Camp,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, beach",14707,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500025,Araku Valley Beach,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, mountains",2398,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500026,Araku Valley Riverfront,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, mountains",13701,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500027,Araku Valley National Park,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, historic",4980,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500028,Borra Caves Viewpoint,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, spiritual",1284,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500029,Borra Caves Temple,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, mountains",18776,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500030,Borra Caves Lake,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, historic",22783,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500031,Borra Caves Fort,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, mountains",16275,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500032,Borra Caves Hill Station,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, heritage",27524,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500033,Borra Caves Waterfall,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, historic",15535,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500034,Borra Caves Museum,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, heritage",23958,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500035,Borra Caves Eco Park,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, beach",18938,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500036,Borra Caves Adventure Camp,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, historic",23482,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500037,Borra Caves Beach,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, beach",11370,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500038,Borra Caves Riverfront,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, spiritual",11647,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500039,Borra Caves National Park,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, mountains",3836,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500040,Visakhapatnam Beach Viewpoint,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, heritage",7150,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500041,Visakhapatnam Beach Temple,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, nature",24194,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500042,Visakhapatnam Beach Lake,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, spiritual",12810,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500043,Visakhapatnam Beach Fort,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, heritage",5451,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500044,Visakhapatnam Beach Hill Station,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, spiritual",18004,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500045,Visakhapatnam Beach Waterfall,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights.","andhra_pradesh, india, tourism, nature",26846,"This landmark in Andhra Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500046,Visakhapatnam Beach Museum,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, mountains",9123,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500047,Visakhapatnam Beach Eco Park,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, historic",22371,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500048,Visakhapatnam Beach Adventure Camp,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and exploration.","andhra_pradesh, india, tourism, nature",4945,"Tourists frequently visit this location in Andhra Pradesh for photography, sightseeing, and explorat"
500049,Visakhapatnam Beach Beach,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, nature",4957,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500050,Visakhapatnam Beach Riverfront,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round.","andhra_pradesh, india, tourism, beach",7645,"One of the most visited destinations in Andhra Pradesh, attracting travelers year-round."
500051,Visakhapatnam Beach National Park,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable experiences.","andhra_pradesh, india, tourism, spiritual",27233,"A famous tourist attraction in Andhra Pradesh, known for its culture, scenery, and unforgettable exp"
500321,Tawang Monastery,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, historic",22366,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500322,Ziro Valley,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, nature",221,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500323,Sela Pass,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, beach",27693,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500324,Tawang Monastery Viewpoint,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, nature",16242,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500325,Tawang Monastery Temple,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, historic",25095,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500326,Tawang Monastery Lake,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, nature",15240,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500327,Tawang Monastery Fort,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, historic",24919,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500328,Tawang Monastery Hill Station,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, heritage",20434,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500329,Tawang Monastery Waterfall,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, mountains",6137,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500330,Tawang Monastery Museum,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, spiritual",13665,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500331,Tawang Monastery Eco Park,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, mountains",4796,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500332,Tawang Monastery Adventure Camp,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, heritage",6977,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500333,Tawang Monastery Beach,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, mountains",4650,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500334,Tawang Monastery Riverfront,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, heritage",23260,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500335,Tawang Monastery National Park,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, nature",12888,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500336,Ziro Valley Viewpoint,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, beach",28953,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500337,Ziro Valley Temple,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, beach",3709,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500338,Ziro Valley Lake,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, nature",10788,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500339,Ziro Valley Fort,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, nature",21380,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500340,Ziro Valley Hill Station,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, heritage",10217,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500341,Ziro Valley Waterfall,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, historic",10869,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500342,Ziro Valley Museum,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, nature",3570,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500343,Ziro Valley Eco Park,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, heritage",9168,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500344,Ziro Valley Adventure Camp,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, historic",13768,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500345,Ziro Valley Beach,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, mountains",24864,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500346,Ziro Valley Riverfront,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, spiritual",11686,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500347,Ziro Valley National Park,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, spiritual",2875,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500348,Sela Pass Viewpoint,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, beach",15514,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500349,Sela Pass Temple,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round.","arunachal_pradesh, india, tourism, historic",17744,"One of the most visited destinations in Arunachal Pradesh, attracting travelers year-round."
500350,Sela Pass Lake,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, nature",10594,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500351,Sela Pass Fort,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, beach",29392,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500352,Sela Pass Hill Station,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, heritage",20698,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500353,Sela Pass Waterfall,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, nature",26601,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500354,Sela Pass Museum,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and exploration.","arunachal_pradesh, india, tourism, heritage",12306,"Tourists frequently visit this location in Arunachal Pradesh for photography, sightseeing, and explo"
500355,Sela Pass Eco Park,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, spiritual",2050,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500356,Sela Pass Adventure Camp,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, historic",6387,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500357,Sela Pass Beach,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, mountains",11110,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500358,Sela Pass Riverfront,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights.","arunachal_pradesh, india, tourism, historic",10976,"This landmark in Arunachal Pradesh offers a mix of history, local cuisine, and breathtaking sights."
500359,Sela Pass National Park,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable experiences.","arunachal_pradesh, india, tourism, historic",24459,"A famous tourist attraction in Arunachal Pradesh, known for its culture, scenery, and unforgettable "
500692,Kaziranga National Park,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, beach",21185,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500693,Majuli Island,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, heritage",19977,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500694,Kamakhya Temple,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, beach",24134,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500695,Kaziranga National Park Viewpoint,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, heritage",16732,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500696,Kaziranga National Park Temple,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, spiritual",24811,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500697,Kaziranga National Park Lake,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, heritage",6991,"One of the most visited destinations in Assam, attracting travelers year-round."
500698,Kaziranga National Park Fort,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, beach",4158,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500699,Kaziranga National Park Hill Station,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, heritage",28235,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500700,Kaziranga National Park Waterfall,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, historic",15549,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500701,Kaziranga National Park Museum,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, historic",14260,"One of the most visited destinations in Assam, attracting travelers year-round."
500702,Kaziranga National Park Eco Park,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, spiritual",8243,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500703,Kaziranga National Park Adventure Camp,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, historic",9597,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500704,Kaziranga National Park Beach,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, spiritual",13229,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500705,Kaziranga National Park Riverfront,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, mountains",8902,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500706,Kaziranga National Park National Park,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, nature",21448,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500707,Majuli Island Viewpoint,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, heritage",10842,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500708,Majuli Island Temple,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, historic",23369,"One of the most visited destinations in Assam, attracting travelers year-round."
500709,Majuli Island Lake,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, nature",19216,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500710,Majuli Island Fort,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, heritage",13070,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500711,Majuli Island Hill Station,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, mountains",18810,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500712,Majuli Island Waterfall,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, spiritual",9843,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500713,Majuli Island Museum,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, heritage",1520,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500714,Majuli Island Eco Park,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, spiritual",19945,"One of the most visited destinations in Assam, attracting travelers year-round."
500715,Majuli Island Adventure Camp,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, mountains",29813,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500716,Majuli Island Beach,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, mountains",4818,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500717,Majuli Island Riverfront,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, nature",1293,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500718,Majuli Island National Park,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, beach",24991,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500719,Kamakhya Temple Viewpoint,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, heritage",21745,"One of the most visited destinations in Assam, attracting travelers year-round."
500720,Kamakhya Temple Temple,"One of the most visited destinations in Assam, attracting travelers year-round.","assam, india, tourism, heritage",13814,"One of the most visited destinations in Assam, attracting travelers year-round."
500721,Kamakhya Temple Lake,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, beach",439,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500722,Kamakhya Temple Fort,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, nature",25773,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500723,Kamakhya Temple Hill Station,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, mountains",23269,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500724,Kamakhya Temple Waterfall,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights.","assam, india, tourism, historic",6054,"This landmark in Assam offers a mix of history, local cuisine, and breathtaking sights."
500725,Kamakhya Temple Museum,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration.","assam, india, tourism, heritage",10435,"Tourists frequently visit this location in Assam for photography, sightseeing, and exploration."
500726,Kamakhya Temple Eco Park,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, spiritual",18557,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500727,Kamakhya Temple Adventure Camp,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, spiritual",18596,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
500728,Kamakhya Temple Beach,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences.","assam, india, tourism, heritage",25355,"A famous tourist attraction in Assam, known for its culture, scenery, and unforgettable experiences."
